,,,,,,,,,,,,,,,,,,,,,,
Job Cost Analysis JTD,,,,,,,,,,,,,,,,"Wednesday, July 6, 2022",,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Project Familisarisation,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    18/11/2020 ",,,,,,,,5.50,,797.50,,,,,,,,,,,,
2 beam ladder deck section sizes,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    18/11/2020 ",,,,,,,,3.75,,543.75,,,,,,,,,,,,
Background reading on Members slenderness and buckling,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    18/11/2020 ",,,,,,,,3.75,,543.75,,,,,,,,,,,,
Hogging girder sizes,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    25/11/2020 ",,,,,,,,3.00,,435.00,,,,,,,,,,,,
Girder Sizing,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    25/11/2020 ",,,,,,,,6.50,,942.50,,,,,,,,,,,,
"Option steel weights
Abutment uplift check
Reading on Weathering steal and Transom design",,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    25/11/2020 ",,,,,,,,6.50,,942.50,,,,,,,,,,,,
"Transom Sizing, Updating loads to reflect finalised deck layout",,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    25/11/2020 ",,,,,,,,6.25,,906.25,,,,,,,,,,,,
Transom Torsion and construction loads,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    02/12/2020 ",,,,,,,,6.00,,870.00,,,,,,,,,,,,
COncrete Shrinkage,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    02/12/2020 ",,,,,,,,6.00,,870.00,,,,,,,,,,,,
Girder sizing,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    02/12/2020 ",,,,,,,,6.50,,942.50,,,,,,,,,,,,
Iterative Girder sizing,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    02/12/2020 ",,,,,,,,7.00,,"1,015.00",,,,,,,,,,,,
Thermal Retcheting and girder sizing,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    02/12/2020 ",,,,,,,,5.50,,797.50,,,,,,,,,,,,
"Transom Torsion
Concrete shrinkage loads",,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    09/12/2020 ",,,,,,,,6.50,,942.50,,,,,,,,,,,,
"Finalised beam sizes, shear capacity",,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    09/12/2020 ",,,,,,,,12.50,,"1,812.50",,,,,,,,,,,,
Girder Shear capacity and shear bending interaction,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    09/12/2020 ",,,,,,,,4.00,,580.00,,,,,,,,,,,,
Girder shear stud arrangement,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    09/12/2020 ",,,,,,,,5.50,,797.50,,,,,,,,,,,,
Transverse Reinforcement,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    16/12/2020 ",,,,,,,,6.75,,978.75,,,,,,,,,,,,
"Estimated hours
Calc tidy up for handover",,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    16/12/2020 ",,,,,,,,5.00,,725.00,,,,,,,,,,,,
Out-of-plane flange bending,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    16/12/2020 ",,,,,,,,5.75,,833.75,,,,,,,,,,,,
"Pier Diaphragm
Updated steel weights",,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    16/12/2020 ",,,,,,,,3.50,,507.50,,,,,,,,,,,,
Steel reinforcement weights,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    16/12/2020 ",,,,,,,,6.50,,942.50,,,,,,,,,,,,
Transverse Reinforcement,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    23/12/2020 ",,,,,,,,12.00,,"1,740.00",,,,,,,,,,,,
Estimated Hours,,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    13/01/2021 ",,,,,,,,1.00,,145.00,,,,,,,,,,,,
"Girder shear calc tidy
0.5 Handover

",,,,,,,,,,,,,,,,,,,,,,
"  F      PDM  Marsden, Paul    13/01/2021 ",,,,,,,,2.50,,362.50,,,,,,,,,,,,
Handover to NRV,,,,,,,,,,,,,,,,,,,,,,
Total for PDM,,,,,,,,158.75,,"23,018.75",,,,,,,,,,,,
"  F      PWG  Gaby, Phillip    18/11/2020 ",,,,,,,,4.00,,"1,120.00",,,,,,,,,,,,
Helping Matt with concept,,,,,,,,,,,,,,,,,,,,,,
" * T      RGD  Docherty, Richard    04/11/2020 ",,,,,,,,.50,,97.50,,,,,,,,,,,,
VC with Jools re construction costs / optioneering and constructability comparisons,,,,,,,,,,,,,,,,,,,,,,
" * T      RGD  Docherty, Richard    04/11/2020 ",,,,,,,,-.50,,(97.50),,,,,,,,,,,,
VC with Jools re construction costs / optioneering and constructability comparisons,,,,,,,,,,,,,,,,,,,,,,
" * T      RGD  Docherty, Richard    25/11/2020 ",,,,,,,,.50,,97.50,,,,,,,,,,,,
"Liaise with Sulo
Discuss steel pricing with suppliers and report back",,,,,,,,,,,,,,,,,,,,,,
" * T      RGD  Docherty, Richard    25/11/2020 ",,,,,,,,-.50,,(97.50),,,,,,,,,,,,
"Liaise with Sulo
Discuss steel pricing with suppliers and report back",,,,,,,,,,,,,,,,,,,,,,
Total for RGD,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    04/11/2020 ",,,,,,,,1.50,,405.00,,,,,,,,,,,,
Dev design brainstorming meeting,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    25/11/2020 ",,,,,,,,1.00,,270.00,,,,,,,,,,,,
Bridge options meeting,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    25/11/2020 ",,,,,,,,1.00,,270.00,,,,,,,,,,,,
Super-sub structure connection discussion w Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    02/12/2020 ",,,,,,,,.50,,135.00,,,,,,,,,,,,
"Disc w Gopal, abutment and backwall design",,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    02/12/2020 ",,,,,,,,.50,,135.00,,,,,,,,,,,,
Disc w Matt,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    02/12/2020 ",,,,,,,,.50,,135.00,,,,,,,,,,,,
"Discussion w Jools, global seismic design approach",,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    09/12/2020 ",,,,,,,,.50,,135.00,,,,,,,,,,,,
Abutment configuration disc w Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    16/12/2020 ",,,,,,,,4.00,,"1,080.00",,,,,,,,,,,,
A-check and meeting,,,,,,,,,,,,,,,,,,,,,,
"  F      RYP  Presland, Robert    16/12/2020 ",,,,,,,,.50,,135.00,,,,,,,,,,,,
"Disc w Jools, abutment transverse seismic design",,,,,,,,,,,,,,,,,,,,,,
Total for RYP,,,,,,,,10.00,,"2,700.00",,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    20/01/2021 ",,,,,,,,4.00,,340.00,,,,,,,,,,,,
Beginning designing settlement slab and rundown of job from Nigel,,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    20/01/2021 ",,,,,,,,7.00,,595.00,,,,,,,,,,,,
Working on Settlement Slab. Calculating moment and shear capacity of potential sections and comparing to demands found yesterday. Done by hand and checked using Beam design Spreadsheet,,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    27/01/2021 ",,,,,,,,4.00,,340.00,,,,,,,,,,,,
Calculated the amount of reinforcement needed in the connection and if the fatigue effects were suitable for chosen design of settlement slab,,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    27/01/2021 ",,,,,,,,3.50,,297.50,,,,,,,,,,,,
Choosing section size and calculating and checking crack widths against max widths,,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    03/02/2021 ",,,,,,,,1.50,,127.50,,,,,,,,,,,,
Finding Weld size and strength required to attach stiffener to web of girder,,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    03/02/2021 ",,,,,,,,4.00,,340.00,,,,,,,,,,,,
Calculating The size of jacking stiffener needed by doing bearing and buckling checks,,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    03/02/2021 ",,,,,,,,1.50,,127.50,,,,,,,,,,,,
Checking bearing capacity of girders,,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    03/02/2021 ",,,,,,,,2.50,,212.50,,,,,,,,,,,,
Finished weld design and went over work with Nigel,,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    10/02/2021 ",,,,,,,,5.50,,467.50,,,,,,,,,,,,
Finding force in each bolt of splice and calculating shear capacity of the bolts. Beginning to work through net work on bolt forces,,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    10/02/2021 ",,,,,,,,3.50,,297.50,,,,,,,,,,,,
"Reading through relevent code chapters on bolted connections for the girders, finding the min and max spacing and edge distance and sizing filler plates.",,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    10/02/2021 ",,,,,,,,5.50,,467.50,,,,,,,,,,,,
Working through steps given by Nigel to find force in the webs critical bolt taking into account shear and flexure. Designing location and number of bolts for flanges,,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    17/02/2021 ",,,,,,,,3.00,,255.00,,,,,,,,,,,,
"Finished calculating forces in splice bolts and put together hand calcs, design considerations and excel calcs for past tasks ",,,,,,,,,,,,,,,,,,,,,,
"  F      SJE  Ellison, Samantha    17/02/2021 ",,,,,,,,1.00,,85.00,,,,,,,,,,,,
"Finished putting together hand calcs, design considerations and excel calcs for past tasks (civil structures)",,,,,,,,,,,,,,,,,,,,,,
Total for SJE,,,,,,,,46.50,,"3,952.50",,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    21/10/2020 ",,,,,,,,1.50,,510.00,,,,,,,,,,,,
Meeting with Matt and Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    21/10/2020 ",,,,,,,,1.00,,340.00,,,,,,,,,,,,
Review of NZTA requirements and email to Motts,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    04/11/2020 ",,,,,,,,2.50,,850.00,,,,,,,,,,,,
Brainstorming with team and follow up,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    18/11/2020 ",,,,,,,,2.00,,680.00,,,,,,,,,,,,
Concepts discussion; chat with Hunter.,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    18/11/2020 ",,,,,,,,1.00,,340.00,,,,,,,,,,,,
Discussion with Matt and Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    25/11/2020 ",,,,,,,,1.50,,510.00,,,,,,,,,,,,
Bridge options discussion,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    25/11/2020 ",,,,,,,,2.50,,850.00,,,,,,,,,,,,
Meeting with the urban designer; comments on s95 and memo prepared by Matt Ireland.,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    25/11/2020 ",,,,,,,,1.50,,510.00,,,,,,,,,,,,
Project weekly meeting,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    02/12/2020 ",,,,,,,,.50,,170.00,,,,,,,,,,,,
discussion with Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    02/12/2020 ",,,,,,,,1.50,,510.00,,,,,,,,,,,,
Discussion with Liam Coleman and catch up with Jools,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    09/12/2020 ",,,,,,,,1.00,,340.00,,,,,,,,,,,,
Risk and SiD review + discussion with Hunter re deliverables and NZTA meeting,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    16/12/2020 ",,,,,,,,3.00,,"1,020.00",,,,,,,,,,,,
Review of Design Report; review of  some drawings; catch up with Hunter; preparation for the meeting with Waka Kotahi,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    16/12/2020 ",,,,,,,,1.50,,510.00,,,,,,,,,,,,
Review of documentation 40% delivery,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    16/12/2020 ",,,,,,,,1.50,,510.00,,,,,,,,,,,,
Review with Matt; catch up with Jools.,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    16/12/2020 ",,,,,,,,2.00,,680.00,,,,,,,,,,,,
Waka Kotahi NZTA meeting and follow up actions,,,,,,,,,,,,,,,,,,,,,,
"  F      SQS  Shanmuganathan, Sulojana    23/12/2020 ",,,,,,,,1.00,,340.00,,,,,,,,,,,,
Review,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    04/11/2020 ",,,,,,,,1.00,,340.00,,,,,,,,,,,,
discussion with NZTA (Liam Coleman),,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    04/11/2020 ",,,,,,,,2.00,,680.00,,,,,,,,,,,,
Weathering steel - marine grade investigation.  Catch up with Rob P and Willie Mandeno.,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    04/11/2020 ",,,,,,,,-1.00,,(340.00),,,,,,,,,,,,
discussion with NZTA (Liam Coleman),,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    04/11/2020 ",,,,,,,,-2.00,,(680.00),,,,,,,,,,,,
Weathering steel - marine grade investigation.  Catch up with Rob P and Willie Mandeno.,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    11/11/2020 ",,,,,,,,1.50,,510.00,,,,,,,,,,,,
Discussion with Raed and finalise memo on weathering steel,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    11/11/2020 ",,,,,,,,.50,,170.00,,,,,,,,,,,,
Issue of memo onw weathering steel,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    11/11/2020 ",,,,,,,,1.50,,510.00,,,,,,,,,,,,
Memo on weathering steel,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    11/11/2020 ",,,,,,,,1.50,,510.00,,,,,,,,,,,,
Review of previous work; Discussion on weathering steel with Eastbridge; and Donald Krikcaldie re Bridge Manual,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    11/11/2020 ",,,,,,,,-1.50,,(510.00),,,,,,,,,,,,
Discussion with Raed and finalise memo on weathering steel,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    11/11/2020 ",,,,,,,,-.50,,(170.00),,,,,,,,,,,,
Issue of memo onw weathering steel,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    11/11/2020 ",,,,,,,,-1.50,,(510.00),,,,,,,,,,,,
Memo on weathering steel,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    11/11/2020 ",,,,,,,,-1.50,,(510.00),,,,,,,,,,,,
Review of previous work; Discussion on weathering steel with Eastbridge; and Donald Krikcaldie re Bridge Manual,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    25/11/2020 ",,,,,,,,2.50,,850.00,,,,,,,,,,,,
Preparation and meeting on weathering steel with Fulton Hogan,,,,,,,,,,,,,,,,,,,,,,
" * T      SQS  Shanmuganathan, Sulojana    25/11/2020 ",,,,,,,,-2.50,,(850.00),,,,,,,,,,,,
Preparation and meeting on weathering steel with Fulton Hogan,,,,,,,,,,,,,,,,,,,,,,
Total for SQS,,,,,,,,25.50,,"8,670.00",,,,,,,,,,,,
Total for Engineering ,,,,,,,,741.25,,"118,511.25",,,,,,,,,,,,
Total for Labour,,,,,,,,741.25,,"118,511.25",,,,,,,,,,,,
Total for 601,,,,,,,,741.25,,"118,511.25",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Financial Analysis,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Fee:,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Cur Rect:,,
,,,Fee Billed,Consultant Billed,Reimb Billed,Other Billed,,,Total Billed,,Revenue,,Spent,,Variance,,Variance Pct,,,,,
,,,,,,,,,,,,,,,,,,,,AR:,,
,,Cur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Unbilled:,,
,,YTD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Real Ratio:,,
,,JTD,,,,,,,,,,,"118,511",,"(118,511)",,,,,,,
,,,,,,,,,,,,,,,,,,,,Rev Meth:,B,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Task Number: 801 Drafting,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Labour,,,,,,,,,,,,,,,,,,,,,,
DRAUG Drafting,,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    21/10/2020 ",,,,,,,,.50,,90.00,,,,,,,,,,,,
BIM meeting with Motts,,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    18/11/2020 ",,,,,,,,1.00,,180.00,,,,,,,,,,,,
resource planning for high gate with Sulo and the team,,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    18/11/2020 ",,,,,,,,2.00,,360.00,,,,,,,,,,,,
Sam guidance with drafting,,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    25/11/2020 ",,,,,,,,.50,,90.00,,,,,,,,,,,,
planning with Sam W,,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    02/12/2020 ",,,,,,,,4.00,,720.00,,,,,,,,,,,,
"liaising  with Sam, Jools and Mat",,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    09/12/2020 ",,,,,,,,12.00,,"2,160.00",,,,,,,,,,,,
overseeing Sam's work and general coordination/drafting,,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    09/12/2020 ",,,,,,,,2.00,,360.00,,,,,,,,,,,,
liaising with Motts,,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    09/12/2020 ",,,,,,,,2.00,,360.00,,,,,,,,,,,,
overseeing Sam's work and general coordination,,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    16/12/2020 ",,,,,,,,22.50,,"4,050.00",,,,,,,,,,,,
coordination and drafting,,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    16/12/2020 ",,,,,,,,7.50,,"1,350.00",,,,,,,,,,,,
coordination and overseeing Sam,,,,,,,,,,,,,,,,,,,,,,
"  F      AYR  Reddy, Anand    23/12/2020 ",,,,,,,,7.50,,"1,350.00",,,,,,,,,,,,
40% detail design,,,,,,,,,,,,,,,,,,,,,,
Total for AYR,,,,,,,,61.50,,"11,070.00",,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    11/11/2020 ",,,,,,,,4.50,,405.00,,,,,,,,,,,,
"highgate, setting up existing road/ new piles, settlement slab, etc..

",,,,,,,,,,,,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    11/11/2020 ",,,,,,,,8.50,,765.00,,,,,,,,,,,,
"setting up highgate, file management ",,,,,,,,,,,,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    18/11/2020 ",,,,,,,,5.00,,450.00,,,,,,,,,,,,
drafting plan for 40% issue/ CAD files ,,,,,,,,,,,,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    25/11/2020 ",,,,,,,,1.50,,135.00,,,,,,,,,,,,
checking files,,,,,,,,,,,,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    02/12/2020 ",,,,,,,,20.00,,"1,800.00",,,,,,,,,,,,
modeling and coordinating the bridge,,,,,,,,,,,,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    09/12/2020 ",,,,,,,,7.50,,675.00,,,,,,,,,,,,
details,,,,,,,,,,,,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    09/12/2020 ",,,,,,,,9.50,,855.00,,,,,,,,,,,,
modeling and coordination,,,,,,,,,,,,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    09/12/2020 ",,,,,,,,6.50,,585.00,,,,,,,,,,,,
modeling and detailing ,,,,,,,,,,,,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    09/12/2020 ",,,,,,,,10.00,,900.00,,,,,,,,,,,,
modeling and detailing  topo and MSE wall,,,,,,,,,,,,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    16/12/2020 ",,,,,,,,41.00,,"3,690.00",,,,,,,,,,,,
mark-ups /detailing/modeling,,,,,,,,,,,,,,,,,,,,,,
"  F      SIW  Whitton, Samuel    23/12/2020 ",,,,,,,,7.50,,675.00,,,,,,,,,,,,
mark-ups /detailing/modeling,,,,,,,,,,,,,,,,,,,,,,
Total for SIW,,,,,,,,121.50,,"10,935.00",,,,,,,,,,,,
Total for Drafting ,,,,,,,,183.00,,"22,005.00",,,,,,,,,,,,
Total for Labour,,,,,,,,183.00,,"22,005.00",,,,,,,,,,,,
Total for 801,,,,,,,,183.00,,"22,005.00",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Financial Analysis,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Fee:,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Cur Rect:,,
,,,Fee Billed,Consultant Billed,Reimb Billed,Other Billed,,,Total Billed,,Revenue,,Spent,,Variance,,Variance Pct,,,,,
,,,,,,,,,,,,,,,,,,,,AR:,,
,,Cur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Unbilled:,,
,,YTD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Real Ratio:,,
,,JTD,,,,,,,,,,,"22,005",,"(22,005)",,,,,,,
,,,,,,,,,,,,,,,,,,,,Rev Meth:,B,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Total for 041,,,,,,,,"1,053.25",,"165,921.09",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Financial Analysis,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Fee:,"165,000",
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Cur Rect:,,
,,,Fee Billed,Consultant Billed,Reimb Billed,Other Billed,,,Total Billed,,Revenue,,Spent,,Variance,,Variance Pct,,,,,
,,,,,,,,,,,,,,,,,,,,AR:,,
,,Cur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Unbilled:,,
,,YTD,,,,,,,,,"24,998",,,,"24,998",,100.00,,,,,
,,,,,,,,,,,,,,,,,,,,Real Ratio:,.99,
,,JTD,"165,000",,,,,,"165,000",,"165,000",,"165,921",,(921),,-.56,,,,,
,,,,,,,,,,,,,,,,,,,,Rev Meth:,B,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Phase Number: 042 Bridge Geotechnical  Developed Design,,,,,,,,,,,,,,,,,,,,,,
Task Number: 100 Project Management,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Labour,,,,,,,,,,,,,,,,,,,,,,
ENGIN Engineering,,,,,,,,,,,,,,,,,,,,,,
" * F      IRB  Barbalich, Isabella    04/11/2020 ",,,,,,,,1.50,,142.50,,,,,,,,,,,,
highgate meeting,,,,,,,,,,,,,,,,,,,,,,
" * F      LYS  Schmidt, Lars    04/11/2020 ",,,,,,,,2.00,,660.00,,,,,,,,,,,,
Brainstorming and prep,,,,,,,,,,,,,,,,,,,,,,
"  F      LYS  Schmidt, Lars    14/04/2021 ",,,,,,,,.50,,165.00,,,,,,,,,,,,
internal workshop,,,,,,,,,,,,,,,,,,,,,,
Total for LYS,,,,,,,,2.50,,825.00,,,,,,,,,,,,
" * F      SRM  Moniz, Safia    04/11/2020 ",,,,,,,,1.50,,330.00,,,,,,,,,,,,
Workshop ,,,,,,,,,,,,,,,,,,,,,,
" * F      SRM  Moniz, Safia    18/11/2020 ",,,,,,,,2.00,,440.00,,,,,,,,,,,,
Meeting and prep ,,,,,,,,,,,,,,,,,,,,,,
Total for SRM,,,,,,,,3.50,,770.00,,,,,,,,,,,,
Total for Engineering ,,,,,,,,7.50,,"1,737.50",,,,,,,,,,,,
Total for Labour,,,,,,,,7.50,,"1,737.50",,,,,,,,,,,,
Total for 100,,,,,,,,7.50,,"1,737.50",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Financial Analysis,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Fee:,"30,000",
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Cur Rect:,,
,,,Fee Billed,Consultant Billed,Reimb Billed,Other Billed,,,Total Billed,,Revenue,,Spent,,Variance,,Variance Pct,,,,,
,,,,,,,,,,,,,,,,,,,,AR:,,
,,Cur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Unbilled:,,
,,YTD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Real Ratio:,17.27,
,,JTD,"30,000",,,,,,"30,000",,"30,000",,"1,738",,"28,263",,94.21,,,,,
,,,,,,,,,,,,,,,,,,,,Rev Meth:,B,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Task Number: 601 Engineering,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Labour,,,,,,,,,,,,,,,,,,,,,,
ENGIN Engineering,,,,,,,,,,,,,,,,,,,,,,
"  F      GXA  Adhikari, Gopal    11/11/2020 ",,,,,,,,6.50,,"1,300.00",,,,,,,,,,,,
Calculating soil springs for abutment and piles,,,,,,,,,,,,,,,,,,,,,,
"  F      IRB  Barbalich, Isabella    02/12/2020 ",,,,,,,,.50,,47.50,,,,,,,,,,,,
Highgate design meeting,,,,,,,,,,,,,,,,,,,,,,
"  F      IRB  Barbalich, Isabella    02/12/2020 ",,,,,,,,3.00,,285.00,,,,,,,,,,,,
"Reading information, setting up ground profile and analyses",,,,,,,,,,,,,,,,,,,,,,
